draught,speed,beaufort,consumption,imo
8.0,8.8,2.0,21.258328025953514,123456
8.0,8.8,3.0,22.191524943260372,123456
8.0,8.8,4.0,24.199130839773836,123456
8.0,8.8,5.0,27.98992325664007,123456
8.0,8.8,6.0,32.10390678532464,123456
8.0,8.9,0.0,20.981606577270014,123456
8.0,8.9,1.0,21.114163516723742,123456
8.0,8.9,2.0,21.50565704857504,123456
8.0,8.9,3.0,22.451350996197124,123456
8.0,8.9,4.0,24.4772240497175,123456
8.0,8.9,5.0,28.311534532758678,123456
8.0,8.9,6.0,32.487975503585034,123456
8.0,9.0,0.0,21.21980233340947,123456
8.0,9.0,1.0,21.354979482752405,123456
8.0,9.0,2.0,21.752850310586382,123456
8.0,9.0,3.0,22.711070207447392,123456
8.0,9.0,4.0,24.754208161181268,123456
8.0,9.0,5.0,28.63289878778938,123456
8.0,9.0,6.0,32.871431275610696,123456
8.0,9.1,0.0,21.48001316485122,123456
8.0,9.1,1.0,21.617811214770377,123456
8.0,9.1,2.0,22.022035382456515,123456
8.0,9.1,3.0,22.992667668681825,123456
8.0,9.1,4.0,25.052063088115958,123456
8.0,9.1,5.0,28.97498601383389,123456
8.0,9.1,6.0,33.27414073771632,123456
8.0,9.2,0.0,21.739783014052104,123456
8.0,9.2,1.0,21.880221861412274,123456
8.0,9.2,2.0,22.290832375763976,123456
8.0,9.2,3.0,23.273901992314165,123456
8.0,9.2,4.0,25.349297308730613,123456
8.0,9.2,5.0,29.316550616792064,123456
8.0,9.2,6.0,33.675940926132874,123456
8.0,9.3,0.0,21.999111874138894,123456
8.0,9.3,1.0,22.142211262265114,123456
8.0,9.3,2.0,22.559240818210277,123456
8.0,9.3,3.0,23.55477224490746,123456
8.0,9.3,4.0,25.645908648584992,123456
8.0,9.3,5.0,29.657589984074924,123456
8.0,9.3,6.0,34.07682758534871,123456
8.0,9.4,0.0,22.257999738238283,123456
8.0,9.4,1.0,22.403779256896936,123456
8.0,9.4,2.0,22.82726023734105,123456
8.0,9.4,3.0,23.835277492475683,123456
8.0,9.4,4.0,25.94189493142631,123456
8.0,9.4,5.0,29.998101500469247,123456
8.0,9.4,6.0,34.476796455339084,123456
8.0,9.5,0.0,22.516680909128958,123456
8.0,9.5,1.0,22.665159763604528,123456
8.0,9.5,2.0,23.095123569354612,123456
8.0,9.5,3.0,24.11564861143126,123456
8.0,9.5,4.0,26.237476564564638,123456
8.0,9.5,5.0,30.338303088990536,123456
8.0,9.5,6.0,34.87605156268008,123456
8.0,9.6,0.0,22.80318351013431,123456
8.0,9.6,1.0,22.954352510786705,123456
8.0,9.6,2.0,23.390748548987773,123456
8.0,9.6,3.0,24.419883146085752,123456
8.0,9.6,4.0,26.55924165362577,123456
8.0,9.6,5.0,30.704549790850812,123456
8.0,9.6,6.0,35.29946138387153,123456
8.0,9.7,0.0,23.08914187759134,123456
8.0,9.7,1.0,23.243019012888503,123456
8.0,9.7,2.0,23.68587594145017,123456
8.0,9.7,3.0,24.720973442561245,123456
8.0,9.7,4.0,26.88020676377078,123456
8.0,9.7,5.0,31.07011698380527,123456
8.0,9.7,6.0,35.72176328041809,123456
8.0,9.8,0.0,23.374556003866736,123456
8.0,9.8,1.0,23.531159091861454,123456
8.0,9.8,2.0,23.980505223381726,123456
8.0,9.8,3.0,25.021342109971044,123456
8.0,9.8,4.0,27.200369511040776,123456
8.0,9.8,5.0,31.43500183476371,123456
8.0,9.8,6.0,36.14295270227986,123456
8.0,9.9,0.0,23.659425881327117,123456
8.0,9.9,1.0,23.8187725696381,123456
8.0,9.9,2.0,24.273916271325064,123456
8.0,9.9,3.0,25.32098773902201,123456
8.0,9.9,4.0,27.52460473055418,123456
8.0,9.9,5.0,29.199201508011697,123456
8.0,9.9,6.0,36.56302509490374,123456
8.0,10.0,0.0,23.944048384313987,123456
8.0,10.0,1.0,24.10615582450159,123456
8.0,10.0,2.0,24.56185661417176,123456
8.0,10.0,3.0,25.62019541594929,123456
8.0,10.0,4.0,27.85154981237124,123456
8.0,10.0,5.0,29.562991363667994,123456
8.0,10.0,6.0,37.01778934986889,123456
8.0,10.1,0.0,24.26165344258989,123456
8.0,10.1,1.0,24.423176667139472,123456
8.0,10.1,2.0,24.88219922316211,123456
8.0,10.1,3.0,25.951448044817667,123456
8.0,10.1,4.0,28.210858441537724,123456
8.0,10.1,5.0,29.957917749969393,123456
8.0,10.1,6.0,37.50922747183618,123456
8.0,10.2,0.0,24.57257998181275,123456
8.0,10.2,1.0,24.736662276566513,123456
8.0,10.2,2.0,25.20162618735283,123456
8.0,10.2,3.0,26.281765816808395,123456
8.0,10.2,4.0,28.569469469161923,123456
8.0,10.2,5.0,30.351960138856835,123456
8.0,10.2,6.0,38.00067137852353,123456
8.0,10.3,0.0,24.882570751361754,123456
8.0,10.3,1.0,25.049222000351833,123456
8.0,10.3,2.0,25.52013670683708,123456
8.0,10.3,3.0,26.611147162883036,123456
8.0,10.3,4.0,28.927380946177728,123456
8.0,10.3,5.0,30.745115432098444,123456
8.0,10.3,6.0,38.4921198350595,123456
8.0,10.4,0.0,25.191625739541244,123456
8.0,10.4,1.0,25.36085556585015,123456
8.0,10.4,2.0,25.837729981494967,123456
8.0,10.4,3.0,26.93959051325279,123456
8.0,10.4,4.0,29.28459092217914,123456
8.0,10.4,5.0,31.137380528838076,123456
8.0,10.4,6.0,38.983571605435934,123456
8.0,10.5,0.0,25.50009946216595,123456
8.0,10.5,1.0,25.67191662429964,123456
8.0,10.5,2.0,26.154757433124693,123456
8.0,10.5,3.0,27.26744256617757,123456
8.0,10.5,4.0,29.641447976088244,123456
8.0,10.5,5.0,31.529090874519614,123456
8.0,10.5,6.0,39.4753780549949,123456
8.0,10.6,0.0,25.8462375373457,123456
8.0,10.6,1.0,26.02058397581917,123456
8.0,10.6,2.0,26.509210192658642,123456
8.0,10.6,3.0,27.63996681788413,123456
8.0,10.6,4.0,30.035781281375968,123456
8.0,10.6,5.0,31.956763405251348,123456
8.0,10.6,6.0,40.00566560954321,123456
8.0,10.7,0.0,26.191186586735988,123456
8.0,10.7,1.0,26.368068692943517,123456
8.0,10.7,2.0,26.862481769561313,123456
8.0,10.7,3.0,28.012967789900927,123456
8.0,10.7,4.0,30.429189765276313,123456
8.0,10.7,5.0,32.383290752250694,123456
8.0,10.7,6.0,40.53587865422194,123456
8.0,10.8,0.0,26.534946597155198,123456
8.0,10.8,1.0,26.714370468627976,123456
8.0,10.8,2.0,27.214571264547992,123456
8.0,10.8,3.0,28.38511332296664,123456
8.0,10.8,4.0,30.82167126004603,123456
8.0,10.8,5.0,32.80866950750358,123456
8.0,10.8,6.0,41.06601585049296,123456
8.0,10.9,0.0,26.877517555421683,123456
8.0,10.9,1.0,27.059488995801864,123456
8.0,10.9,2.0,27.57150084367467,123456
8.0,10.9,3.0,28.75640211748442,123456
8.0,10.9,4.0,31.213223596602035,123456
8.0,10.9,5.0,33.23289626037168,123456
8.0,10.9,6.0,41.596075858681424,123456
8.0,11.0,0.0,27.219319410467854,123456
8.0,11.0,1.0,27.4058455371584,123456
8.0,11.0,2.0,27.930615085198617,123456
8.0,11.0,3.0,29.127256977581148,123456
8.0,11.0,4.0,31.604260830911187,123456
8.0,11.0,5.0,33.65636861031151,123456
8.0,11.0,6.0,42.126480211297746,123456
8.0,11.1,0.0,27.61051877434616,123456
8.0,11.1,1.0,27.802284511035026,123456
8.0,11.1,2.0,28.333345359693638,123456
8.0,11.1,3.0,29.541324393409944,123456
8.0,11.1,4.0,29.437606137394614,123456
8.0,11.1,5.0,34.12032151048179,123456
8.0,11.1,6.0,42.70083292322608,123456
8.0,11.2,0.0,28.00309034679499,123456
8.0,11.2,1.0,28.197611203765824,123456
8.0,11.2,2.0,28.734972495436757,123456
8.0,11.2,3.0,29.954270861909407,123456
8.0,11.2,4.0,29.869737115844593,123456
8.0,11.2,5.0,34.58280072890112,123456
8.0,11.2,6.0,43.275011819232446,123456
8.0,11.3,0.0,28.394540250841317,123456
8.0,11.3,1.0,28.59182535911198,123456
8.0,11.3,2.0,29.135495743253756,123456
8.0,11.3,3.0,30.366094924346804,123456
8.0,11.3,4.0,30.300651347943138,123456
8.0,11.3,5.0,35.043802503132746,123456
8.0,11.3,6.0,43.84901544236782,123456
8.0,11.4,0.0,28.784868475477133,123456
8.0,11.4,1.0,28.984926720815444,123456
8.0,11.4,2.0,29.534914353812894,123456
8.0,11.4,3.0,30.776795121434674,123456
8.0,11.4,4.0,30.73034641403238,123456
8.0,11.4,5.0,35.50332306811569,123456
8.0,11.4,6.0,44.42284233454647,123456
8.0,11.5,0.0,29.174576207316093,123456
8.0,11.5,1.0,29.377415473819447,123456
8.0,11.5,2.0,29.933725938433987,123456
8.0,11.5,3.0,31.186863635714047,123456
8.0,11.5,4.0,31.159303705349192,123456
8.0,11.5,5.0,35.9618235604624,123456
8.0,11.5,6.0,44.99698824700014,123456
8.0,11.6,0.0,29.612950904581517,123456
8.0,11.6,1.0,29.818502925725845,123456
8.0,11.6,2.0,30.38093303324139,123456
8.0,11.6,3.0,29.47385082505978,123456
8.0,11.6,4.0,31.635072438369125,123456
8.0,11.6,5.0,36.46496767516529,123456
8.0,11.6,6.0,45.62044502883217,123456
8.0,11.7,0.0,30.049893441393706,123456
8.0,11.7,1.0,30.25816380181979,123456
8.0,11.7,2.0,30.826714165106495,123456
8.0,11.7,3.0,29.501339561341094,123456
8.0,11.7,4.0,32.10926306592068,123456
8.0,11.7,5.0,37.00025730481351,123456
8.0,11.7,6.0,46.243606580711024,123456
8.0,11.8,0.0,30.48540380531567,123456
8.0,11.8,1.0,30.696397812784447,123456
8.0,11.8,2.0,31.271068489520445,123456
8.0,11.8,3.0,29.95638761992128,123456
8.0,11.8,4.0,32.58187288721344,123456
8.0,11.8,5.0,37.54809754556754,123456
8.0,11.8,6.0,46.86647131253262,123456
8.0,11.9,0.0,30.919481983910323,123456
8.0,11.9,1.0,31.133204669283728,123456
8.0,11.9,2.0,29.113995161816835,123456
8.0,11.9,3.0,30.409973556528154,123456
8.0,11.9,4.0,33.052899200117146,123456
8.0,11.9,5.0,38.095727778499715,123456
8.0,11.9,6.0,47.489037633056114,123456
8.0,12.0,0.0,31.352701919407295,123456
8.0,12.0,1.0,31.569157081265068,123456
8.0,12.0,2.0,29.556063738004173,123456
8.0,12.0,3.0,30.862660304164713,123456
8.0,12.0,4.0,33.52289181892396,123456
8.0,12.0,5.0,38.6437327485628,123456
8.0,12.0,6.0,48.11187934849708,123456
8.0,12.1,0.0,29.239080863931434,123456
8.0,12.1,1.0,29.458180288628288,123456
8.0,12.1,2.0,30.050949945322188,123456
8.0,12.1,3.0,31.36756569531861,123456
8.0,12.1,4.0,34.04381676254252,123456
8.0,12.1,5.0,39.247383504280286,123456
8.0,12.1,6.0,48.78927586528408,123456
8.0,12.2,0.0,29.723636565190233,123456
8.0,12.2,1.0,29.945381473451448,123456
8.0,12.2,2.0,30.544004971862122,123456
8.0,12.2,3.0,31.870589887919902,123456
8.0,12.2,4.0,34.5627120497128,123456
8.0,12.2,5.0,39.850700160208284,123456
8.0,12.2,6.0,49.46623015108292,123456
8.0,12.3,0.0,30.206369009152368,123456
8.0,12.3,1.0,30.430760309524715,123456
8.0,12.3,2.0,31.035227866844544,123456
8.0,12.3,3.0,32.37173104228286,123456
8.0,12.3,4.0,35.07957466527436,123456
8.0,12.3,5.0,40.45368155650465,123456
8.0,12.3,6.0,50.14274046789026,123456
8.0,12.4,0.0,30.687278181786457,123456
8.0,12.4,1.0,30.914316470619088,123456
8.0,12.4,2.0,31.524617679332497,123456
8.0,12.4,3.0,32.87098731816705,123456
8.0,12.4,4.0,35.59440159272684,123456
8.0,12.4,5.0,41.056326532666276,123456
8.0,12.4,6.0,50.81880507656603,123456
8.0,12.5,0.0,31.167011566323303,123456
8.0,12.5,1.0,31.396695939933622,123456
8.0,12.5,2.0,32.012816570569385,123456
8.0,12.5,3.0,33.36899289316742,123456
8.0,12.5,4.0,36.107811259431436,123456
8.0,12.5,5.0,41.65930360914849,123456
8.0,12.5,6.0,51.495079426922615,123456
8.0,12.6,0.0,31.70398665392028,123456
8.0,12.6,1.0,31.93620656620047,123456
8.0,12.6,2.0,32.55783810305723,123456
8.0,12.6,3.0,33.923110249460656,123456
8.0,12.6,4.0,36.68252762535863,123456
8.0,12.6,5.0,42.32321019698453,123456
8.0,12.6,6.0,52.27083675069808,123456
8.0,12.7,0.0,32.23865218438235,123456
8.0,12.7,1.0,32.47340387725419,123456
8.0,12.7,2.0,33.100526066321116,123456
8.0,12.7,3.0,34.47482470451124,123456
8.0,12.7,4.0,37.30175563060226,123456
8.0,12.7,5.0,42.986629228920464,123456
8.0,12.7,6.0,53.08384112829417,123456
8.0,12.8,0.0,32.77100814191861,123456
8.0,12.8,1.0,33.00828750617712,123456
8.0,12.8,2.0,33.640879392375105,123456
8.0,12.8,3.0,35.02413419737107,123456
8.0,12.8,4.0,37.920522054347195,123456
8.0,12.8,5.0,43.649559422122394,123456
8.0,12.8,6.0,53.898730349550036,123456
8.0,12.9,0.0,33.30105451073807,123456
8.0,12.9,1.0,33.54085708603232,123456
8.0,12.9,2.0,34.17889701307575,123456
8.0,12.9,3.0,35.57103666653725,123456
8.0,12.9,4.0,38.53882604966447,123456
8.0,12.9,5.0,44.31199949309543,123456
8.0,12.9,6.0,54.71550692302699,123456
8.0,13.0,0.0,33.82951210800879,123456
8.0,13.0,1.0,34.07183162568626,123456
8.0,13.0,2.0,34.71529335222292,123456
8.0,13.0,3.0,36.11623701263254,123456
8.0,13.0,4.0,39.15743223444259,123456
8.0,13.0,5.0,44.97470528946477,123456
8.0,13.0,6.0,55.53500321505714,123456
8.0,13.1,0.0,34.41881893629625,123456
8.0,13.1,1.0,34.66352000199022,123456
8.0,13.1,2.0,35.3120340312107,123456
8.0,13.1,3.0,36.73185096947644,123456
8.0,13.1,4.0,39.842881056479,123456
8.0,13.1,5.0,45.703484900867196,123456
8.0,13.1,6.0,56.4295848793084,123456
8.0,13.2,0.0,35.005218492449565,123456
8.0,13.2,1.0,35.252291711809995,123456
8.0,13.2,2.0,35.905825286185625,123456
8.0,13.2,3.0,37.391044608793536,123456
8.0,13.2,4.0,40.52769947377937,123456
8.0,13.2,5.0,46.43159202976981,123456
8.0,13.2,6.0,57.32632606969487,123456
8.0,13.3,0.0,35.588710758752946,123456
8.0,13.3,1.0,35.838146343705084,123456
8.0,13.3,2.0,36.49666592101936,123456
8.0,13.3,3.0,38.04959422879708,123456
8.0,13.3,4.0,41.211886544509476,123456
8.0,13.3,5.0,47.159025259104055,123456
8.0,13.3,6.0,58.225229527263004,123456
8.0,13.4,0.0,36.16929571749056,123456
8.0,13.4,1.0,36.42108348621577,123456
8.0,13.4,2.0,37.12989695278396,123456
8.0,13.4,3.0,38.70749924939282,123456
8.0,13.4,4.0,41.895441326497654,123456
8.0,13.4,5.0,47.88578317114036,123456
8.0,13.5,0.0,36.76117473692422,123456
8.0,13.5,1.0,37.0393203956741,123456
8.0,13.5,2.0,37.77317045019901,123456
8.0,13.5,3.0,39.365621920287055,123456
8.0,13.5,4.0,42.57922052675782,123456
8.0,13.5,5.0,48.612712185344186,123456
8.0,13.6,0.0,37.4651937264304,123456
8.0,13.6,1.0,37.74695263149441,123456
8.0,13.6,2.0,38.48900407894874,123456
8.0,13.6,3.0,40.09611892896865,123456
8.0,13.6,4.0,43.33494249914993,123456
8.0,13.6,5.0,49.41070130823217,123456
8.0,13.7,0.0,38.16829844129222,123456
8.0,13.7,1.0,38.45368837686204,123456
8.0,13.7,2.0,39.2039718721374,123456
8.0,13.7,3.0,40.825778283167296,123456
8.0,13.7,4.0,44.08982979354633,123456
8.0,13.7,5.0,50.207796965829054,123456
8.0,13.8,0.0,38.87048887652148,123456
8.0,13.8,1.0,39.15952751597968,123456
8.0,13.8,2.0,39.918073493486936,123456
8.0,13.8,3.0,41.554599336864406,123456
8.0,13.8,4.0,44.84388136483653,123456
8.0,13.8,5.0,51.00399759558868,123456
8.0,13.9,0.0,39.571765027129935,123456
8.0,13.9,1.0,39.86446993304519,123456
8.0,13.9,2.0,40.63130860667957,123456
8.0,13.9,3.0,42.28258144390169,123456
8.0,13.9,4.0,45.59709616757253,123456
8.0,13.9,5.0,51.7993016343039,123456
8.0,14.0,0.0,40.27309080027601,123456
8.0,14.0,1.0,40.5694788902874,123456
8.0,14.0,2.0,41.34463885510252,123456
8.0,14.0,3.0,43.01068292549116,123456
8.0,14.0,4.0,46.350426056494264,123456
8.0,14.0,5.0,52.67256248811604,123456
8.0,14.1,0.0,41.05212172655128,123456
8.0,14.1,1.0,41.35216609861512,123456
8.0,14.1,2.0,42.13556149911089,123456
8.0,14.1,3.0,43.816155125021346,123456
8.0,14.1,4.0,47.180627943704465,123456
8.0,14.1,5.0,53.63760761071014,123456
8.0,14.2,0.0,41.83001797949348,123456
8.0,14.2,1.0,42.13373463493475,123456
8.0,14.2,2.0,42.92539220506618,123456
8.0,14.2,3.0,44.62055688925226,123456
8.0,14.2,4.0,48.009751345460295,123456
8.0,14.2,5.0,54.6049899265406,123456
8.0,14.3,0.0,42.60677955354641,123456
8.0,14.3,1.0,42.91418437031409,123456
8.0,14.3,2.0,43.71413059890854,123456
8.0,14.3,3.0,45.423887500932246,123456
8.0,14.3,4.0,48.837795105341385,123456
8.0,14.3,5.0,55.57471170341866,123456
8.0,14.4,0.0,43.38240644315375,123456
8.0,14.4,1.0,43.693515175816074,123456
8.0,14.4,2.0,44.50177630653842,123456
8.0,14.4,3.0,46.22614624266984,123456
8.0,14.4,4.0,49.664758066589904,123456
8.0,14.4,5.0,56.546775210027356,123456
8.0,14.5,0.0,44.157962334020475,123456
8.0,14.5,1.0,44.47278997845258,123456
8.0,14.5,2.0,45.28939036013676,123456
8.0,14.5,3.0,47.028390281687564,123456
8.0,14.5,4.0,50.49168990834487,123456
8.0,14.5,5.0,57.52235159183771,123456
8.0,14.6,0.0,45.01609862700572,123456
8.0,14.6,1.0,45.334609925430655,123456
8.0,14.6,2.0,46.1594437079672,123456
8.0,14.6,3.0,47.91281331334916,123456
8.0,14.6,4.0,51.40023035426232,123456
8.0,14.7,0.0,45.87283727849185,123456
8.0,14.7,1.0,46.19504625160913,123456
8.0,14.7,2.0,47.028135830696826,123456
8.0,14.7,3.0,48.795889283346014,123456
8.0,14.7,4.0,52.35517227416903,123456
8.0,14.8,0.0,46.728178282312975,123456
8.0,14.8,1.0,47.05409881396013,123456
8.0,14.8,2.0,47.89546631372973,123456
8.0,14.8,3.0,49.67761739802425,123456
8.0,14.8,4.0,53.357368408493336,123456
8.0,14.9,0.0,47.582121632303114,123456
8.0,14.9,1.0,47.91176746945088,123456
8.0,14.9,2.0,48.76143474243024,123456
8.0,14.9,3.0,50.55799686359021,123456
8.0,14.9,4.0,54.361952212735886,123456
8.0,15.0,0.0,48.43583324991007,123456
8.0,15.0,1.0,48.76921725306267,123456
8.0,15.0,2.0,49.62720394878701,123456
8.0,15.0,3.0,51.43818604563249,123456
8.0,15.0,4.0,55.37021134322555,123456
8.0,15.1,0.0,49.37679445097629,123456
8.0,15.1,1.0,49.71387224198256,123456
8.0,15.1,2.0,50.58005084302666,123456
8.0,15.1,3.0,52.46313391621722,123456
8.0,15.1,4.0,56.47903205021777,123456
8.0,15.2,0.0,50.3160468703557,123456
8.0,15.2,1.0,50.65683028080696,123456
8.0,15.2,2.0,51.53121840636946,123456
8.0,15.2,3.0,53.53173294949454,123456
8.0,15.2,4.0,57.590684482924,123456
8.0,15.3,0.0,51.253590501231095,123456
8.0,15.3,1.0,51.598091211451504,123456
8.0,15.3,2.0,52.54661512768392,123456
8.0,15.3,3.0,54.602913990993144,123456
8.0,15.4,0.0,52.22492614205182,123456
8.0,15.4,1.0,52.60955600945907,123456
8.0,15.4,2.0,53.59615993251705,123456
8.0,15.4,3.0,55.67667819536935,123456
8.0,15.5,0.0,53.25940377757247,123456
8.0,15.5,1.0,53.649733200857455,123456
8.0,15.5,2.0,54.649532505022414,123456
8.0,15.5,3.0,56.754444574373544,123456
8.0,15.6,0.0,54.40008503167182,123456
8.0,15.6,1.0,54.7962521031038,123456
8.0,15.6,2.0,55.80957555987733,123456
8.0,15.6,3.0,57.939512604392526,123456
8.0,15.7,0.0,55.54350512488644,123456
8.0,15.7,1.0,55.94556388759192,123456
8.0,15.7,2.0,56.97252486048946,123456
8.0,15.8,0.0,56.68966406712261,123456
8.0,15.8,1.0,57.097668783972026,123456
8.0,15.8,2.0,58.13838107157245,123456
8.0,15.9,0.0,57.83856186828654,123456
8.0,15.9,1.0,58.252567021900596,123456
8.5,7.0,0.0,16.892408622257904,123456
8.5,7.0,1.0,16.9775169177692,123456
8.5,7.0,2.0,17.25053109127668,123456
8.5,7.0,3.0,17.956945877021866,123456
8.5,7.0,4.0,19.53571423074392,123456
8.5,7.0,5.0,22.651845206125913,123456
8.5,7.0,6.0,28.112985236234834,123456
8.5,7.1,0.0,17.10260860469078,123456
8.5,7.1,1.0,17.189884944697468,123456
8.5,7.1,2.0,17.468505723285414,123456
8.5,7.1,3.0,18.186798071159348,123456
8.5,7.1,4.0,19.788954632868858,123456
8.5,7.1,5.0,22.947562180397007,123456
8.5,7.1,6.0,28.477039459718114,123456
8.5,7.2,0.0,17.31253683410134,123456
8.5,7.2,1.0,17.402005208276034,123456
8.5,7.2,2.0,17.686274934658687,123456
8.5,7.2,3.0,18.41648666811225,123456
8.5,7.2,4.0,20.042042564005484,123456
8.5,7.2,5.0,23.2430496462124,123456
8.5,7.2,6.0,28.840563559941288,123456
8.5,7.3,0.0,17.522193305189653,123456
8.5,7.3,1.0,17.61387758482255,123456
8.5,7.3,2.0,17.903838360767935,123456
8.5,7.3,3.0,18.64601094283362,123456
8.5,7.3,4.0,20.294976769728734,123456
8.5,7.3,5.0,23.538305510791083,123456
8.5,7.3,6.0,29.203553971429884,123456
